"Date","Android","iOS","Samsung","Windows","Other"
2020-01,65.14,34.74,0.06,0.05,0.02
2020-02,66.53,33.3,0.06,0.06,0.04
2020-03,63.37,36.46,0.08,0.08,0.01
2020-04,65.65,34.19,0.07,0.07,0.02
2020-05,64.52,35.32,0.12,0.02,0.01
2020-06,71.55,28.3,0.1,0.02,0.03
2020-07,69.93,29.87,0.18,0.01,0.01
2020-08,68.45,31.27,0.27,0,0.01
2020-09,68.12,31.5,0.32,0.04,0.02
2020-10,63.62,36,0.36,0.01,0.01
2020-11,64.63,34.87,0.32,0.15,0.03
2020-12,67.2,32.38,0.32,0.08,0.03
