"Date","Android","iOS","Samsung","Windows","Other"
2020-01,66.33,33.51,0.1,0.05,0.02
2020-02,64.43,35.26,0.2,0.1,0.01
2020-03,64.4,35.37,0.17,0.06,0.01
2020-04,68.68,31.17,0.12,0.02,0
2020-05,70.25,29.64,0.08,0,0.02
2020-06,71.9,28.01,0.08,0,0.01
2020-07,66.95,32.78,0.27,0,0
2020-08,70.58,29.01,0.41,0,0
2020-09,60.14,39.54,0.31,0,0.02
2020-10,70.5,29.37,0.13,0,0
2020-11,72.51,27.29,0.19,0,0.01
2020-12,68.21,31.43,0.35,0,0.01
