"Date","Android","iOS","Samsung","Windows","Other"
2020-01,45.75,54.22,0.04,0,0
2020-02,50.05,49.91,0.02,0.02,0
2020-03,47.13,52.55,0.32,0,0
2020-04,55.02,44.21,0.75,0,0.02
2020-05,60.55,39.43,0.02,0,0
2020-06,58.48,41.52,0,0,0
2020-07,61.63,38.13,0.24,0,0
2020-08,72.88,27.11,0.01,0,0
2020-09,54.97,45.01,0.02,0,0
2020-10,59.05,40.77,0.02,0.15,0
2020-11,40.15,59.83,0.02,0,0
2020-12,38.87,61.03,0.1,0,0
