"Date","Android","iOS","Samsung","Windows","Other"
2020-01,49.23,50.68,0.06,0.03,0.01
2020-02,47.78,51.94,0.08,0.2,0
2020-03,51,48.85,0.13,0.01,0.01
2020-04,55.01,44.77,0.15,0.03,0.04
2020-05,59.43,40.33,0.21,0,0.02
2020-06,55.87,43.99,0.11,0,0.03
2020-07,61.75,38.18,0.04,0,0.02
2020-08,65.65,34.16,0.16,0,0.02
2020-09,60.43,39.32,0.25,0,0
2020-10,57.9,42.06,0.04,0,0
2020-11,69.25,30.67,0.07,0,0.01
2020-12,49.5,50.3,0.2,0,0.01
