"Date","Android","iOS","Samsung","Windows","Other"
2020-01,71.06,28.74,0.11,0.05,0.04
2020-02,72.66,27.18,0.07,0.06,0.03
2020-03,69.91,30.01,0.05,0.03,0
2020-04,67.37,32.53,0.07,0.01,0.02
2020-05,70.64,29.23,0.09,0.01,0.03
2020-06,74.41,25.36,0.17,0.01,0.04
2020-07,74.9,24.77,0.31,0.01,0.02
2020-08,74.76,24.97,0.24,0.02,0.02
2020-09,73.83,25.88,0.24,0.02,0.03
2020-10,72.45,27.34,0.17,0.01,0.03
2020-11,72.2,27.53,0.22,0.03,0.02
2020-12,69.01,30.73,0.23,0.01,0.01
