"Date","iOS","Android","Samsung","Windows","Other"
2020-01,54.42,45.27,0.22,0.03,0.06
2020-02,54.31,45.38,0.24,0.04,0.04
2020-03,54.74,44.94,0.26,0.05,0.01
2020-04,54.92,44.84,0.19,0.04,0.02
2020-05,55.9,43.93,0.12,0.03,0.01
2020-06,51.18,48.6,0.17,0.03,0.01
2020-07,51.83,47.97,0.17,0.02,0.01
2020-08,50.87,48.95,0.16,0.01,0.01
2020-09,52.45,47.38,0.15,0.01,0.01
2020-10,62.67,37.2,0.11,0,0.02
2020-11,61.54,38.32,0.12,0.01,0.01
2020-12,61.42,38.43,0.13,0.01,0.01
